@RELATION characters
@ATTRIBUTE name  STRING
@ATTRIBUTE culture  {"ironborn" , "northmen" , "freefolk" , "braavosi" , "valyrian" , "ghiscari" , "dothraki" , "dornish" , "westeros" , "mountainclans" , "tyroshi" , "qaren" , "ironmen"}
@ATTRIBUTE allegiance  {"Allyrion","Ambrose","Arryn","Ashford","Baelish","Ball","Banefort","Bar","Baratheon","Beesbury","Belmore","Bettley","Blackbar","Blackberry","Blackfyre","Blackmont","Blacktyde","Blackwood","Blanetree","Blount","Boggs","Bolling","Bolton","Borrell","Botley","Bracken","Brax","Broom","Brune","Buckler","Bulwer","Bushy","Butterwell","Byrch","Bywater","Cafferen","Caron","Cassel","Caswell","Celtigar","Cerwyn","Charlton","Chelsted","Chester","Chyttering","Clegane","Clifton","Cockshaw","Codd","Coldwater","Cole","Condon","Conklyn","Connington","Corbray","Costayne","Cox","Crabb","Crakehall","Crane","Cupps","Cuy","Dalt","Darklyn","Darry","Dayne","Deddings","Dondarrion","Drinkwater","Drumm","Dustin","Egen","Erenford","Errol","Estermont","Estren","Farman","Farring","Farwynd","Fell","Flint","Florent","Foote","Fossoway","Fowler","Frey","Gargalen","Gaunt","Glover","Goodbrook","Goodbrother","Gower","Graceford","Grafton","Grandison","Greenfield","Grell","Greyjoy","Grimm","Haigh","Harclay","Hardy","Hardyng","Harlaw","Hasty","Hawick","Hayford","Hetherspoon","Hewett","Hightower","Hoare","Hogg","Hollard","Hornwood","Horpe","Humble","Hunt","Hunter","Inchfield","Ironmaker","Jast","Jordayne","Karstark","Kenning","Kettleblack","Lannister","Lefford","Leygood","Liddle","Locke","Longthorpe","Lonmouth","Lorch","Lothston","Lychester","Lydden","Lynderly","Mallery","Mallister","Manderly","Manwoody","Marbrand","Martell","Massey","Meadows","Merlyn","Merryweather","Mertyns","Mollen","Moore","Mooton","Moreland","Mormont","Morrigen","Mudd","Mullendore","Myre","Nayland","Norcross","Norrey","Norridge","Nymeros","Oakheart","Osgrey","Paege","Payne","Peake","Peckledon","Penrose","Piper","Plumm","Poole","Potter","Prester","Qorgyle","Rambton","Redbeard","Redfort","Redwyne","Reed","Reyne","Rhysling","Risley","Roote","Rosby","Rowan","Royce","Ruttiger","Ryger","Rykker","Ryswell","Santagar","Sarsfield","Sawyer","Seaworth","Selmy","Serry","Sharp","Shepherd","Shett","Slynt","Smallwood","Sparr","Spicer","Stackspear","Staedmon","Stark","Staunton","Stokeworth","Stonehouse","Stonetree","Stout","Strickland","Strong","Sunderland","Sunglass","Swann","Swyft","Tallhart","Targaryen","Tarly","Tarth","Tawney","Templeton","Thorne","Toland","Tollett","Toyne","Trant","Tully","Turnberry","Tyrell","Uffering","Uller","Umber","Vaith","Vance","Varner","Velaryon","Vikary","Volmark","Vypren","Vyrwel","Wagstaff","Wayn","Waynwood","Weaver","Webber","Wells","Wellsofthe","Westerling","Whent","Willum","Wode","Woods","Woolfield","Wull","Wylde","Wynch","Wythers","Yew","Yronwood"}
@ATTRIBUTE born  NUMERIC
@ATTRIBUTE title  {"Iron King" , "King in the North" , "Hand of the King" , "King" , "Princess" , "Prince" , "Lord Commander" , "Queen" , "Lady" , "Knight" , "Commander" , "Captain" , "Grand Maester" , "Archmaester" , "Maester" , "Master" , "Admiral" , "Lord" , "Sword" , "Steward" , "Cupbearer" , "Septa" , "Septon" , "Wisdom" , "Shield" , "Khal" , "Bloodrider" , "Castellan" , "Ser"}
<<<<<<< HEAD
@ATTRIBUTE isAlive {'dead','alive'}
@DATA
"Daeryssa",?,?,?,"Princess","alive"
"Dafyn Vance",?,Vance,?,"Ser","alive"
"Dagmer","ironborn",Greyjoy,?,"Captain","alive"
"Dagon Greyjoy",?,Greyjoy,?,"Lord","alive"
"Dagon Ironmaker","ironborn",Ironmaker,?,?,"alive"
"Dagos Manwoody",?,Manwoody,?,"King","alive"
"Dake",?,Osgrey,?,?,"dead"
"Dake (Guard)",?,?,?,?,"alive"
"Dalbridge",?,?,757,?,"dead"
"Dale Drumm",?,Drumm,?,?,"alive"
"Dale Seaworth",?,Seaworth,?,?,"dead"
"Dalla","freefolk",?,?,?,"dead"
"Dalla (Dragonstone)",?,Baratheon,?,?,"alive"
"Damion Lannister",?,Lannister,?,"Castellan","alive"
"Damon Dance-for-Me",?,Bolton,?,?,"alive"
"Damon Lannister (Lord)",?,?,?,?,"alive"
"Damon Lannister (son of Jason)",?,Lannister,744,?,"alive"
"Damon Paege",?,Paege,?,"Ser","alive"
"Damon Shett",?,Shett,?,"Knight","alive"
"Damon Vypren",?,Vypren,765,"Ser","alive"
"Dan","freefolk",?,?,?,"alive"
"Dance of the Dragons",?,?,?,?,"alive"
"Dancy",?,?,?,?,"alive"
"Danelle Lothston",?,Lothston,?,"Lady","alive"
"Danny Flint",?,?,?,?,"alive"
"Danos Slynt",?,Slynt,?,?,"alive"
"Danwell Frey",?,Frey,752,"Ser","alive"
"Dareon",?,?,?,?,"dead"
"Darla Deddings",?,Deddings,?,"Lady","alive"
"Darlessa Marbrand",?,Marbrand,?,?,"alive"
"Daryn Hornwood",?,Hornwood,?,?,"dead"
"Daughter of the Dusk","braavosi",?,?,?,"alive"
"Daven Lannister",?,Lannister,773,"Ser","alive"
"Davos Seaworth","westeros",Seaworth,760,"Hand of the King","alive"
"Deana Hardyng",?,Hardyng,?,?,"alive"
"Deepwood Motte",?,?,?,?,"alive"
"Del","freefolk",?,783,?,"dead"
"Delena Florent",?,Florent,?,?,"alive"
"Della Frey",?,Frey,796,?,"alive"
"Delonne Allyrion","dornish",Allyrion,?,"Lady","alive"
"Delp",?,Tully,?,?,"dead"
"Denestan",?,?,?,"Maester","alive"
"Dennet",?,?,?,?,"alive"
"Dennis Plumm",?,Plumm,?,"Ser","alive"
"Denyo Terys","braavosi",?,787,?,"alive"
"Denys Arryn",?,Arryn,?,"Ser","dead"
"Denys Darklyn",?,Darklyn,?,"Lord","alive"
"Denys Drumm","ironborn",Drumm,?,?,"alive"
"Denys Mallister",?,Mallister,745,"Ser","alive"
"Denys Redwyne",?,Redwyne,?,?,"alive"
"Denyse Hightower",?,Hightower,?,?,"alive"
"Dermot",?,?,?,"Ser","alive"
"Desmond",?,Stark,?,?,"dead"
"Desmond Grell",?,Grell,737,"Ser","alive"
"Desmond Redwyne",?,Redwyne,?,"Ser","alive"
"Devan Seaworth",?,Seaworth,787,?,"alive"
"Devyn Sealskinner","freefolk",?,?,?,"alive"
"Deziel Dalt",?,Dalt,?,"Knight","alive"
"Dhazzar","ghiscari",?,?,"Cupbearer","alive"
"Dick",?,?,?,?,"alive"
"Dick Crabb",?,Crabb,?,?,"dead"
"Dick Follard",?,?,?,?,"dead"
"Dickon Frey",?,Frey,794,?,"alive"
"Dickon Manwoody",?,Manwoody,?,?,"alive"
"Dickon Tarly",?,Tarly,787,?,"alive"
"Dirk",?,?,?,?,"dead"
"Dobber",?,?,?,?,"dead"
"Dolf",?,?,?,?,"alive"
"Domeric Bolton",?,Bolton,779,?,"dead"
"Donal Noye",?,Baratheon,744,?,"dead"
"Donel Greyjoy","ironborn",Greyjoy,?,?,"alive"
"Donella Hornwood",?,Hornwood,749,"Lady","dead"
"Donnel Drumm","ironborn",Drumm,?,?,"alive"
"Donnel Haigh",?,Haigh,755,"Ser","alive"
"Donnel Hill",?,?,?,?,"alive"
"Donnel Locke",?,Locke,?,"Ser","dead"
"Donnel Waynwood",?,Waynwood,777,"Knight","alive"
"Donnel of Duskendale",?,?,?,"Ser","alive"
"Donnis","northmen",Stark,?,?,"alive"
"Donnor Stark","northmen",Stark,?,"Lord","alive"
"Dontos Hollard",?,Hollard,761,"Ser","dead"
"Donyse",?,?,?,"Septa","alive"
"Doran Martell","dornish",Nymeros,747,"Prince","alive"
"Dorcas",?,Lannister,?,?,"alive"
"Dorea Sand","dornish",Martell,791,?,"alive"
"Doreah",?,Targaryen,778,?,"dead"
"Dormund","freefolk",?,?,?,"dead"
"Dorne",?,?,?,?,"alive"
"Dornish Dilly",?,?,?,?,"dead"
"Dorren Stark",?,Stark,?,"King in the North","alive"
"Doss","freefolk",?,?,?,"alive"
"Dothraki",?,?,?,?,"alive"
"Dragonstone",?,?,?,?,"alive"
"Draqaz","ghiscari",?,?,"Cupbearer","alive"
"Drennan","ironborn",Greyjoy,?,?,"dead"
"Drogo","dothraki",?,766,"Khal","dead"
"Drowned God",?,?,?,?,"alive"
"Dryn","freefolk",?,?,?,"alive"
"Dudley",?,?,?,"Ser","alive"
"Dunaver",?,Lannister,?,"Ser","alive"
"Duncan Targaryen",?,Targaryen,720,"Prince","dead"
"Dunk",?,?,691,"King","dead"
"Dunsen",?,Clegane,?,?,"alive"
"Dunstan Drumm","ironborn",Drumm,712,"Captain","alive"
"Duram Bar Emmon",?,Bar,784,"Lord","alive"
"Durran",?,?,?,"King","alive"
"Dyah","freefolk",?,?,?,"alive"
"Dykk Harlaw",?,Harlaw,?,?,"dead"
"Dywen",?,?,?,?,"alive"
"Eastwatch-by-the-Sea",?,?,?,?,"alive"
"Easy",?,?,?,?,"dead"
"Ebben",?,?,?,?,"dead"
"Ebrose",?,?,?,"Archmaester","alive"
"Eddara Tallhart","northmen",Tallhart,789,"Lady","alive"
"Eddard Karstark",?,Karstark,?,?,"dead"
"Eddard Stark","northmen",Stark,763,"Hand of the King","dead"
"Edderion Stark","northmen",Stark,?,"King in the North","alive"
"Eddison Tollett",?,Tollett,?,?,"alive"
"Eden Risley",?,Risley,?,"Ser","alive"
"Edgerran Oakheart",?,Oakheart,?,"Lord","alive"
"Edmund Ambrose",?,Ambrose,?,"Ser","alive"
"Edmure Tully",?,Tully,767,"Lord","alive"
"Edmyn Tully",?,Tully,?,"Hand of the King","alive"
"Edric Dayne","dornish",Dayne,787,"Lord","alive"
"Edric Storm",?,Baratheon,787,?,"alive"
"Edrick Stark","northmen",Stark,?,"King in the North","alive"
"Edwyd Fossoway",?,Fossoway,?,"Ser","dead"
"Edwyle Stark","northmen",Stark,?,"Lord","alive"
"Edwyn Frey",?,Frey,759,?,"alive"
"Edwyn Osgrey",?,Osgrey,?,"Ser","dead"
"Edwyn Stark","northmen",Stark,?,"King in the North","alive"
"Eggon",?,Clegane,?,?,"alive"
"Eglantine",?,?,?,"Septa","alive"
"Egon Emeros","qaren",?,?,?,"alive"
"Elaena Targaryen","valyrian",Targaryen,650,?,"alive"
"Elbert Arryn",?,Arryn,?,"Ser","dead"
"Elder Brother",?,?,755,?,"alive"
"Eldiss","ironborn",?,?,?,"alive"
"Eldon Estermont",?,Estermont,728,"Lord","alive"
"Eldred Codd","ironborn",Codd,?,?,"alive"
"Eleanor Mooton",?,Mooton,786,?,"alive"
"Eleyna Westerling",?,Westerling,787,?,"alive"
"Elia Martell",?,Martell,756,"Princess","dead"
"Elia Sand","dornish",Martell,785,?,"alive"
"Elinor Tyrell",?,Tyrell,786,?,"alive"
"Ellaria Sand","dornish",Uller,?,?,"alive"
"Ellery Vance",?,Vance,?,"Ser","alive"
"Ellyn Tarbeck",?,?,?,?,"alive"
"Elmar Frey",?,Frey,790,?,"alive"
"Elron",?,?,?,?,"alive"
"Elwood",?,Tully,?,?,"dead"
"Elwood Meadows",?,Meadows,778,"Lord","alive"
"Elyana Vypren",?,Vypren,764,?,"alive"
"Elyas Willum",?,Willum,?,?,"alive"
"Elyn Norridge",?,Norridge,?,?,"alive"
"Elys Waynwood",?,Waynwood,?,"Ser","alive"
"Elys Westerling",?,Westerling,?,"Ser","alive"
"Elza",?,?,?,?,"dead"
"Emberlei Frey",?,Frey,796,?,"alive"
"Emma",?,?,760,?,"alive"
"Emmon Cuy",?,Cuy,?,"Ser","dead"
"Emmon Frey",?,Frey,737,"Lord","alive"
"Emmond","ironborn",?,?,?,"alive"
"Emphyria Vance",?,Vance,?,?,"alive"
"Emrick",?,?,?,?,"alive"
"Endehar",?,?,?,?,"alive"
"Endrew Tarth",?,Tarth,?,"Ser","dead"
"Enger",?,Tully,?,?,"alive"
"Eon Hunter",?,Hunter,721,"Lord","dead"
"Erena Glover",?,Glover,797,?,"alive"
"Erik Ironmaker",?,Ironmaker,711,"Lord","alive"
"Ermesande Hayford",?,Hayford,798,"Lady","alive"
"Eroeh",?,?,?,?,"dead"
"Erreck",?,?,?,"Maester","alive"
"Erreg",?,?,?,"King","alive"
"Erren Florent",?,Florent,?,"Ser","alive"
"Errok","freefolk",?,?,?,"alive"
"Erryk",?,?,?,?,"alive"
"Erryk (Guard)",?,Tyrell,?,?,"alive"
"Esgred",?,?,?,?,"alive"
"Ethan Glover",?,Glover,?,?,"dead"
"Euron Greyjoy","ironborn",?,767,"Iron King","alive"
"Eustace (Braavos)",?,?,?,"Septon","alive"
"Eustace (Dance of the Dragons)",?,?,?,"Septon","alive"
"Eustace Brune",?,Brune,?,"Lord","alive"
"Eustace Hunter",?,Hunter,?,"Ser","alive"
"Eustace Osgrey",?,Osgrey,?,"Knight","alive"
"Eyrie",?,?,?,?,"alive"
"Eyron Stark","northmen",Stark,?,"King in the North","alive"
"Ezzara","ghiscari",?,?,?,"alive"
"Ezzelyno","braavosi",?,?,?,"alive"
"Falena Stokeworth",?,Stokeworth,625,"Lady","alive"
"Falia Flowers",?,Hewett,781,?,"alive"
"Falyse Stokeworth",?,Stokeworth,765,?,"dead"
"Farlen",?,Stark,?,?,"dead"
"Fearless Ithoke",?,?,?,?,"alive"
"Feastfires",?,?,?,?,"alive"
"Fern",?,?,?,?,"alive"
"Ferny","freefolk",?,?,?,"alive"
"Ferrego Antaryon","braavosi",?,?,?,"alive"
"Ferret",?,?,?,?,"alive"
"Flement Brax",?,Brax,?,"Ser","alive"
"Fogo","dothraki",?,?,"Khal","dead"
"Forley Prester",?,Prester,?,"Ser","alive"
"Fornio",?,?,?,?,"alive"
"Fralegg","ironborn",?,?,?,"alive"
"Franklyn Fowler",?,Fowler,?,"Prince","alive"
"Franklyn Frey",?,Frey,?,"Ser","alive"
"Free Folk",?,?,?,?,"alive"
"Frenken",?,?,?,"Maester","alive"
"Frenya","freefolk",?,?,?,"dead"
"Frozen Shore",?,?,?,?,"alive"
"Frynne",?,?,?,?,"alive"
"Gage",?,Stark,?,?,"alive"
"Galazza Galare","ghiscari",?,717,?,"alive"
"Galbart Glover","northmen",Glover,?,"Master","alive"
"Galladon",?,?,?,"Ser","alive"
"Galladon of Tarth",?,Tarth,775,?,"dead"
"Gallard",?,?,?,"Archmaester","alive"
"Galt","mountainclans",?,?,?,"alive"
"Galtry the Green",?,?,?,"Ser","alive"
"Galyeon of Cuy",?,?,?,?,"alive"
"Gared",?,?,731,?,"dead"
"Gareth Clifton",?,Clifton,?,"Ser","alive"
"Gareth the Grey",?,?,?,"Ser","alive"
"Garigus",?,?,?,"Wisdom","dead"
"Garin (Orphans)",?,?,?,?,"alive"
"Garin (Prince)",?,?,?,?,"alive"
"Gariss",?,Stark,?,?,"alive"
"Garizon",?,?,?,"Archmaester","alive"
"Garlan Tyrell",?,Tyrell,777,"Lord","alive"
"Garrett Flowers",?,Tyrell,?,?,"alive"
"Garrett Paege",?,Paege,?,?,"alive"
"Garrison Prester",?,Prester,?,"Lord","alive"
"Garse Flowers",?,Tyrell,?,?,"alive"
"Garse Goodbrook",?,Goodbrook,?,"Ser","dead"
"Garth Gardener (Greenhand)",?,?,?,?,"alive"
"Garth Greenfield",?,Greenfield,?,"Ser","alive"
"Garth Greyfeather",?,?,?,?,"dead"
"Garth Hightower",?,Hightower,?,"Ser","alive"
"Garth Tyrell",?,Tyrell,?,"Lord","alive"
"Garth XII Gardener",?,?,?,"King","alive"
"Garth of Greenaway",?,?,?,?,"dead"
"Garth of Oldtown",?,?,?,?,"dead"
"Gascoyne",?,Martell,?,"Ser","alive"
"Gavin","freefolk",?,?,?,"alive"
"Gawen Glover",?,Glover,795,?,"alive"
"Gawen Swann",?,Swann,652,"Lord","alive"
"Gawen Westerling",?,Westerling,?,"Lord","alive"
"Gawen Wylde",?,Wylde,?,"Ser","dead"
"Gelmarr",?,Greyjoy,?,?,"dead"
"Gendel","freefolk",?,?,"King","alive"
"Gendry",?,?,784,"Ser","alive"
"Genna Lannister",?,Lannister,745,"Lady","alive"
"Gerald Gower",?,Gower,?,"Ser","alive"
"Gerardys",?,?,?,"Grand Maester","dead"
"Gergen",?,?,?,?,"alive"
"Gerion Lannister",?,Lannister,755,?,"dead"
"Gerold Dayne",?,Dayne,770,"Knight","alive"
"Gerold Grafton",?,Grafton,?,"Lord","alive"
"Gerold Hightower",?,Hightower,?,"King","dead"
"Gerold Lannister",?,Lannister,?,"Lord","dead"
"Gerren",?,?,?,?,"alive"
"Gerrick Kingsblood","freefolk",Redbeard,?,"King","alive"
"Gerris Drinkwater","dornish",Drinkwater,775,"Ser","alive"
"Gevin Harlaw","ironborn",Harlaw,?,?,"dead"
"Ghael",?,?,?,"Lord","alive"
"Ghiscari Empire",?,?,?,?,"alive"
"Ghost of High Heart",?,?,?,?,"alive"
"Gilbert Farring",?,Farring,?,"Ser","alive"
"Gillam",?,?,?,?,"alive"
"Gilly","freefolk",?,782,?,"alive"
"Gilwood Hunter",?,Hunter,750,"Lord","alive"
"Gladden Wylde",?,Wylde,?,"Ser","dead"
"Glendon Flowers",?,?,696,"Ser","alive"
"Glendon Hewett",?,?,?,"Ser","alive"
"Goady",?,?,?,?,"alive"
"Godric Borrell",?,Borrell,?,"Lord","alive"
"Godry Farring",?,Farring,?,"Ser","alive"
"Godwyn",?,Lannister,?,?,"alive"
"Goghor the Giant",?,?,?,?,"alive"
"Golden Company",?,?,?,?,"alive"
"Goodwin",?,Tarth,?,"Ser","alive"
"Gorghan of Old Ghis",?,?,?,?,"alive"
"Gormon Peake",?,Peake,?,"Lord","dead"
"Gormon Tyrell",?,?,?,"Maester","alive"
"Gormond Drumm",?,Drumm,?,?,"alive"
"Gormond Goodbrother","ironborn",Goodbrother,782,?,"alive"
"Gorne","freefolk",?,?,"King","alive"
"Gorold Goodbrother","ironborn",Goodbrother,?,"Lord","alive"
"Gowen Baratheon",?,Baratheon,?,?,"alive"
"Gran Goodbrother","ironborn",Goodbrother,?,?,"alive"
"Grance Morrigen",?,Morrigen,?,"Ser","alive"
"Grassy Vale",?,?,?,?,"alive"
"Grazdan",?,?,?,"Master","dead"
"Grazdan (Great)",?,?,?,?,"alive"
"Grazdan mo Eraz",?,?,?,?,"alive"
"Grazdan mo Ullhor",?,?,?,"Master","dead"
"Grazdan zo Galare",?,?,?,?,"alive"
"Grazdar zo Galare","ghiscari",?,?,"Cupbearer","alive"
"Great Walrus","freefolk",?,?,?,"alive"
"Greenbeard",?,?,?,?,"alive"
"Greenblood",?,?,?,?,"alive"
"Greenstone",?,?,?,?,"alive"
"Gregor Clegane",?,Clegane,765,"Knight","dead"
"Grenn","westeros",?,781,?,"alive"
"Gretchel",?,Arryn,?,?,"alive"
"Grey King","ironborn",?,?,"King","alive"
"Grey Worm",?,?,?,?,"alive"
"Greydon Goodbrother","ironborn",Goodbrother,?,?,"alive"
"Greyshield",?,?,?,?,"alive"
"Greywater Watch",?,?,?,?,"alive"
"Griffin King",?,?,?,"King","alive"
"Grigg","freefolk",?,?,?,"alive"
"Grisel",?,Baelish,?,?,"alive"
"Grisella","freefolk",?,?,?,"alive"
"Groleo",?,Targaryen,?,"Captain","dead"
"Grubbs",?,?,?,?,"dead"
"Grunt","northmen",Bolton,?,?,"alive"
"Gueren",?,?,?,?,"alive"
"Gulian",?,?,?,"Maester","alive"
"Gulian Qorgyle",?,Qorgyle,?,"Ser","alive"
"Gulian Swann",?,Swann,759,"Lord","alive"
"Guncer Sunglass",?,Sunglass,?,"Lord","dead"
"Gunthor",?,?,?,?,"alive"
"Gunthor Hightower",?,Hightower,?,"Ser","alive"
"Gurn","mountainclans",?,?,?,"alive"
"Guthor Grimm",?,Grimm,?,"Lord","alive"
"Guyard Morrigen",?,Morrigen,778,"Ser","dead"
"Guyne",?,?,?,"Archmaester","alive"
"Gwayne Corbray",?,Corbray,?,"Ser","alive"
"Gwayne Gaunt",?,Gaunt,?,"Ser","dead"
"Gwayne Hightower",?,Hightower,588,"Ser","dead"
"Gwin Goodbrother","ironborn",Goodbrother,?,?,"alive"
"Gwynesse Harlaw",?,Harlaw,?,?,"alive"
"Gylbert Farwynd",?,Farwynd,?,"Lord","alive"
"Gyldayn",?,?,?,"Archmaester","alive"
"Gyleno Dothare","braavosi",?,?,?,"alive"
"Gyles",?,?,?,"Ser","alive"
"Gyles Farwynd","ironborn",Farwynd,?,?,"alive"
"Gyles Grafton",?,Grafton,?,?,"alive"
"Gyles III Gardener",?,?,?,"King","alive"
"Gyles Rosby",?,Rosby,?,"Master","dead"
"Gyloro Dothare","braavosi",?,?,?,"alive"
"Gynir",?,Greyjoy,?,?,"dead"
"Gysella Goodbrother","ironborn",Goodbrother,?,?,"alive"
"Haegon Blackfyre",?,Blackfyre,689,?,"dead"
"Haggo","dothraki",?,?,"Khal","dead"
"Haggon","freefolk",?,?,?,"alive"
"Hairy Hal",?,?,?,?,"dead"
"Hake",?,?,?,?,"dead"
"Hal (Hog)",?,?,?,?,"alive"
"Halder",?,?,781,?,"alive"
"Haldon",?,Targaryen,?,?,"alive"
"Hali",?,?,?,?,"dead"
"Hallis Mollen","northmen",Mollen,?,"Captain","alive"
"Hallyne",?,?,?,"Lord","alive"
"Halmon Paege",?,Paege,?,"Ser","alive"
"Halys Hornwood",?,Hornwood,?,"Lord","dead"
"Hamish the Harper",?,?,?,?,"dead"
"Harbert",?,Baratheon,?,"Ser","alive"
"Harbert Paege",?,Paege,?,"Ser","alive"
"Hareth (Maester)",?,?,?,?,"alive"
"Hareth (Mole's Town)",?,?,?,?,"alive"
"Harghaz","ghiscari",?,?,?,"dead"
"Harlan Grandison",?,Grandison,?,"Ser","dead"
"Harlan Hunter",?,Hunter,?,"Ser","alive"
"Harle the Handsome","freefolk",?,?,?,"alive"
"Harle the Huntsman","freefolk",?,?,?,"alive"
"Harlen Tyrell",?,Tyrell,?,"Lord","dead"
"Harlon Botley","ironborn",Botley,?,?,"alive"
"Harlon Greyjoy","ironborn",Greyjoy,?,?,"dead"
"Harma",?,?,?,?,"dead"
"Harmen Uller",?,Uller,?,"Lord","alive"
"Harmond Umber","northmen",Umber,?,"Lord","alive"
"Harmund Sharp",?,Sharp,?,?,"alive"
"Harmune",?,?,?,"Maester","alive"
"Harodon",?,?,?,"Archmaester","alive"
"Harra",?,Whent,?,?,"dead"
"Harrag Hoare","ironborn",?,?,"Iron King","alive"
"Harrag Sharp","ironborn",Sharp,?,?,"dead"
"Harras Harlaw","ironborn",Harlaw,?,"Lord","alive"
"Harren Botley","ironborn",Botley,?,?,"dead"
"Harren Half-Hoare","ironborn",?,?,?,"alive"
"Harren Hoare","ironborn",?,?,"King","dead"
"Harrenhal",?,?,?,?,"alive"
"Harrion Karstark","northmen",Karstark,?,"Lord","alive"
"Harrold Hardyng",?,Hardyng,785,"Ser","alive"
"Harrold Osgrey",?,Osgrey,?,"Ser","dead"
"Harrold Westerling",?,Westerling,?,"King","dead"
"Harry Sawyer",?,Sawyer,?,"Ser","alive"
"Harry Strickland",?,Strickland,?,"Captain","alive"
"Harsley",?,?,?,?,"dead"
"Harwin","northmen",Stark,771,?,"alive"
"Harwin Strong",?,Strong,590,"Captain","dead"
"Harwood Fell",?,Fell,?,"Lord","dead"
"Harwood Stout","northmen",Stout,?,"Lord","alive"
"Harwyn Hoare",?,?,?,"King","alive"
"Harwyn Plumm",?,Plumm,?,"Ser","alive"
"Harys Haigh",?,Haigh,754,"Ser","alive"
"Harys Swyft",?,Swyft,?,"Hand of the King","alive"
"Hayford",?,?,?,?,"alive"
"Hayhead","northmen",Stark,?,?,"alive"
"Hazrak zo Loraq","ghiscari",?,?,?,"alive"
"Hazzea","ghiscari",?,795,?,"dead"
"Helaena Targaryen",?,Targaryen,609,"Queen","dead"
"Helicent Uffering",?,Uffering,671,?,"alive"
"Hellholt",?,?,?,?,"alive"
"Helliweg",?,?,?,"Maester","alive"
"Helly",?,?,?,?,"alive"
"Helman Tallhart","northmen",Tallhart,?,"Master","dead"
"Helya",?,Greyjoy,?,?,"alive"
"Hendry Bracken",?,Bracken,?,?,"dead"
"Henk","freefolk",?,?,?,"alive"
"Henly (House Ashford)",?,Ashford,?,?,"alive"
"Henly (Maester)",?,?,?,?,"alive"
"Herbert Bolling",?,Bolling,?,"Ser","alive"
"Heward","northmen",Stark,?,?,"dead"
"Hibald",?,?,?,?,"alive"
"High Sparrow",?,?,?,"Septon","alive"
"Hilmar Drumm",?,Drumm,?,?,"alive"
"Hizdahr zo Loraq","ghiscari",?,?,"King","alive"
"Hoarfrost Umber",?,Umber,?,"Lord","alive"
"Hobb",?,?,?,?,"alive"
"Hobber Redwyne",?,Redwyne,?,"Ser","alive"
"Hod",?,?,?,?,"alive"
"Hodor",?,Stark,?,?,"alive"
"Hoke",?,Lannister,?,?,"alive"
"Holger",?,?,?,?,"alive"
"Holly","freefolk",?,783,?,"dead"
"Hop-Robin",?,?,?,?,"alive"
"Horas Redwyne",?,Redwyne,?,"Ser","alive"
"Horn Hill",?,?,?,?,"alive"
"Hornwood",?,?,?,?,"alive"
"Horton Redfort",?,Redfort,?,"Lord","alive"
"Hosman Norcross",?,Norcross,?,"Ser","alive"
"Hosteen Frey",?,Frey,750,"Ser","alive"
"Hoster Frey",?,Frey,787,?,"alive"
"Hoster Tully",?,Tully,737,"Lord","dead"
"Hot Pie",?,?,?,?,"alive"
"Hother Umber","northmen",Umber,741,"Castellan","alive"
"Hotho Harlaw","ironborn",Harlaw,?,"Master","alive"
"House Farman",?,?,?,"Lord","alive"
"House Fell",?,?,?,"Lord","alive"
"House Fossoway of Cider Hall",?,?,?,?,"alive"
"House Frey",?,?,?,"Lord","alive"
"House Harlaw",?,?,?,"Lord","alive"
"House Lannister",?,?,?,"King","alive"
"House Martell",?,?,?,"Prince","alive"
"House Targaryen",?,?,?,"King","alive"
"House Tully",?,?,?,"Lord","alive"
"Howd Wanderer","freefolk",?,?,?,"alive"
"Howland Reed",?,Reed,760,"Lord","alive"
"Hubard Rambton",?,Rambton,?,"Ser","dead"
"Hugh",?,Arryn,?,"Ser","dead"
"Hugh Beesbury",?,Beesbury,?,"Ser","alive"
"Hugh Hammer",?,?,?,"Ser","dead"
"Hugo Vance",?,Vance,?,"Ser","alive"
"Hugo Wull","mountainclans",Wull,?,?,"alive"
"Hugor of the Hill",?,?,?,"King","alive"
"Hullen","northmen",Stark,?,"Master","dead"
"Humfrey Beesbury",?,Beesbury,?,"Ser","dead"
"Humfrey Clifton",?,Clifton,?,"Ser","alive"
"Ironmen",?,?,?,?,"alive"
"Jaehaerys I Targaryen",?,?,534,"King","dead"
"Jason Lannister (son of Gerold)",?,Lannister,729,?,"dead"
"Khal",?,?,?,?,"alive"
"King's Landing",?,?,?,?,"alive"
"King-Beyond-the-Wall",?,?,?,?,"alive"
"Kingsguard",?,?,?,?,"alive"
"Kingship","westeros",?,?,?,"alive"
"Knight",?,?,?,?,"alive"
"Last Hearth",?,?,?,?,"alive"
"Leafy Lake",?,?,?,?,"alive"
"Lemonwood",?,?,?,?,"alive"
"Lhazareen",?,?,?,?,"alive"
"Lonely Light",?,?,?,?,"alive"
"Longbow Hall",?,?,?,?,"alive"
"Lord Ashford",?,Ashford,?,"Lord","alive"
"Lord Cafferen",?,Cafferen,?,"Lord","dead"
"Lord Caswell",?,Caswell,?,"Lord","alive"
"Lord Commander Hoare",?,Hoare,?,"Lord Commander","alive"
"Lord Commander of the Kingsguard",?,?,?,?,"alive"
"Maekar I Targaryen",?,?,674,"King","dead"
"Maester Aemon",?,?,?,?,"alive"
"Maesters",?,?,?,?,"alive"
"Mance Rayder","freefolk",?,?,"King","alive"
